"id";"date";"amount";"purpose";"counterparty_id";"article_id"
"t818";"2025-08-21";"25470";"Зачисление эквайринга/СБП за 21.08.2025 (терминал №1)";"c3";"a3"
"t819";"2025-08-21";"-39600";"Выплата (изъятие) прибыли собственнику на личные нужды";"c1";"a20"
"t820";"2025-08-22";"6110";"Приход в кассу: выручка от реализации за 22.08.2025 (наличный расчёт)";"c2";"a2"
"t821";"2025-08-22";"26500";"Зачисление эквайринга/СБП за 22.08.2025 (терминал №1)";"c3";"a3"
"t822";"2025-08-22";"-10500";"Оплата молочной продукции по счёту №567 от 22.08.2025";"c6";"a6"
"t823";"2025-08-22";"-8100";"Оплата поставки выпечки по накладной №2117 от 22.08.2025";"c4";"a4"
"t824";"2025-08-22";"-12000";"Оплата расходных материалов (стаканы, крышки, трубочки) по счёту №317";"c11";"a11"
"t825";"2025-08-23";"6770";"Приход в кассу: выручка от реализации за 23.08.2025 (наличный расчёт)";"c2";"a2"
"t826";"2025-08-23";"29410";"Зачисление эквайринга/СБП за 23.08.2025 (терминал №1)";"c3";"a3"
"t827";"2025-08-24";"5510";"Приход в кассу: выручка от реализации за 24.08.2025 (наличный расчёт)";"c2";"a2"
"t828";"2025-08-24";"23940";"Зачисление эквайринга/СБП за 24.08.2025 (терминал №1)";"c3";"a3"
"t829";"2025-08-24";"-8000";"Оплата поставки выпечки по накладной №2118 от 24.08.2025";"c4";"a4"
"t830";"2025-08-25";"4660";"Приход в кассу: выручка от реализации за 25.08.2025 (наличный расчёт)";"c2";"a2"
"t831";"2025-08-25";"20330";"Зачисление эквайринга/СБП за 25.08.2025 (терминал №1)";"c3";"a3"
"t832";"2025-08-25";"-16800";"Аванс за August 2025";"c15";"a15"
"t833";"2025-08-25";"-16800";"Аванс за August 2025";"c16";"a15"
"t834";"2025-08-25";"-16800";"Аванс за August 2025";"c17";"a15"
"t835";"2025-08-25";"-16800";"Аванс за August 2025";"c18";"a15"
"t836";"2025-08-26";"4550";"Приход в кассу: выручка от реализации за 26.08.2025 (наличный расчёт)";"c2";"a2"
"t837";"2025-08-26";"19880";"Зачисление эквайринга/СБП за 26.08.2025 (терминал №1)";"c3";"a3"
"t838";"2025-08-26";"-17300";"Оплата поставки кофе в зёрнах по счёту №1034 от 24.08.2025";"c10";"a10"
"t839";"2025-08-26";"-10400";"Оплата молочной продукции по счёту №568 от 26.08.2025";"c6";"a6"
"t840";"2025-08-26";"-8800";"Оплата поставки выпечки по накладной №2119 от 26.08.2025";"c4";"a4"
"t841";"2025-08-27";"5450";"Приход в кассу: выручка от реализации за 27.08.2025 (наличный расчёт)";"c2";"a2"
"t842";"2025-08-27";"23820";"Зачисление эквайринга/СБП за 27.08.2025 (терминал №1)";"c3";"a3"
"t843";"2025-08-28";"4640";"Приход в кассу: выручка от реализации за 28.08.2025 (наличный расчёт)";"c2";"a2"
"t844";"2025-08-28";"20340";"Зачисление эквайринга/СБП за 28.08.2025 (терминал №1)";"c3";"a3"
"t845";"2025-08-28";"-72600";"Уплата ЕНП: страховые взносы и НДФЛ за July 2025";"c19";"a16"
"t846";"2025-08-28";"-9200";"Оплата поставки выпечки по накладной №2120 от 28.08.2025";"c4";"a4"
"t847";"2025-08-29";"5350";"Приход в кассу: выручка от реализации за 29.08.2025 (наличный расчёт)";"c2";"a2"
"t848";"2025-08-29";"23480";"Зачисление эквайринга/СБП за 29.08.2025 (терминал №1)";"c3";"a3"
"t849";"2025-08-29";"-10800";"Оплата молочной продукции по счёту №569 от 29.08.2025";"c6";"a6"
"t850";"2025-08-30";"6170";"Приход в кассу: выручка от реализации за 30.08.2025 (наличный расчёт)";"c2";"a2"
"t851";"2025-08-30";"27130";"Зачисление эквайринга/СБП за 30.08.2025 (терминал №1)";"c3";"a3"
"t852";"2025-08-30";"-9100";"Оплата поставки выпечки по накладной №2121 от 30.08.2025";"c4";"a4"
"t853";"2025-08-31";"6110";"Приход в кассу: выручка от реализации за 31.08.2025 (наличный расчёт)";"c2";"a2"
"t854";"2025-08-31";"26920";"Зачисление эквайринга/СБП за 31.08.2025 (терминал №1)";"c3";"a3"
"t855";"2025-09-01";"4950";"Приход в кассу: выручка от реализации за 01.09.2025 (наличный расчёт)";"c2";"a2"
"t856";"2025-09-01";"21820";"Зачисление эквайринга/СБП за 01.09.2025 (терминал №1)";"c3";"a3"
"t857";"2025-09-01";"-7800";"Оплата поставки выпечки по накладной №2122 от 01.09.2025";"c4";"a4"
"t858";"2025-09-02";"5620";"Приход в кассу: выручка от реализации за 02.09.2025 (наличный расчёт)";"c2";"a2"
"t859";"2025-09-02";"24850";"Зачисление эквайринга/СБП за 02.09.2025 (терминал №1)";"c3";"a3"
"t860";"2025-09-02";"-17500";"Оплата поставки кофе в зёрнах по счёту №1035 от 31.08.2025";"c10";"a10"
"t861";"2025-09-02";"-11300";"Оплата молочной продукции по счёту №570 от 02.09.2025";"c6";"a6"
"t862";"2025-09-03";"5730";"Приход в кассу: выручка от реализации за 03.09.2025 (наличный расчёт)";"c2";"a2"
"t863";"2025-09-03";"25350";"Зачисление эквайринга/СБП за 03.09.2025 (терминал №1)";"c3";"a3"
"t864";"2025-09-03";"-8900";"Оплата поставки выпечки по накладной №2123 от 03.09.2025";"c4";"a4"
"t865";"2025-09-03";"-3900";"Оплата подписки на кассовое ПО/CRM, 09.2025";"c7";"a7"
"t866";"2025-09-04";"5370";"Приход в кассу: выручка от реализации за 04.09.2025 (наличный расчёт)";"c2";"a2"
"t867";"2025-09-04";"23810";"Зачисление эквайринга/СБП за 04.09.2025 (терминал №1)";"c3";"a3"
"t868";"2025-09-04";"-1990";"Абонентская плата за расчётно-кассовое обслуживание, 09.2025";"c8";"a8"
"t869";"2025-09-05";"5850";"Приход в кассу: выручка от реализации за 05.09.2025 (наличный расчёт)";"c2";"a2"
"t870";"2025-09-05";"25980";"Зачисление эквайринга/СБП за 05.09.2025 (терминал №1)";"c3";"a3"
"t871";"2025-09-05";"-108000";"Оплата по договору аренды №14 от 01.02.2024 за 09.2025";"c9";"a9"
"t872";"2025-09-05";"-11300";"Оплата молочной продукции по счёту №571 от 05.09.2025";"c6";"a6"
"t873";"2025-09-05";"-8000";"Оплата поставки выпечки по накладной №2124 от 05.09.2025";"c4";"a4"
"t874";"2025-09-05";"-13600";"Оплата расходных материалов (стаканы, крышки, трубочки) по счёту №318";"c11";"a11"
"t875";"2025-09-06";"7310";"Приход в кассу: выручка от реализации за 06.09.2025 (наличный расчёт)";"c2";"a2"
"t876";"2025-09-06";"32560";"Зачисление эквайринга/СБП за 06.09.2025 (терминал №1)";"c3";"a3"
"t877";"2025-09-07";"6010";"Приход в кассу: выручка от реализации за 07.09.2025 (наличный расчёт)";"c2";"a2"
"t878";"2025-09-07";"26790";"Зачисление эквайринга/СБП за 07.09.2025 (терминал №1)";"c3";"a3"
"t879";"2025-09-07";"-8200";"Оплата поставки выпечки по накладной №2125 от 07.09.2025";"c4";"a4"
"t880";"2025-09-08";"5010";"Приход в кассу: выручка от реализации за 08.09.2025 (наличный расчёт)";"c2";"a2"
"t881";"2025-09-08";"22370";"Зачисление эквайринга/СБП за 08.09.2025 (терминал №1)";"c3";"a3"
"t882";"2025-09-09";"5180";"Приход в кассу: выручка от реализации за 09.09.2025 (наличный расчёт)";"c2";"a2"
"t883";"2025-09-09";"23160";"Зачисление эквайринга/СБП за 09.09.2025 (терминал №1)";"c3";"a3"
"t884";"2025-09-09";"-19300";"Оплата поставки кофе в зёрнах по счёту №1036 от 07.09.2025";"c10";"a10"
"t885";"2025-09-09";"-9800";"Оплата молочной продукции по счёту №572 от 09.09.2025";"c6";"a6"
"t886";"2025-09-09";"-8900";"Оплата поставки выпечки по накладной №2126 от 09.09.2025";"c4";"a4"
"t887";"2025-09-10";"5650";"Приход в кассу: выручка от реализации за 10.09.2025 (наличный расчёт)";"c2";"a2"
"t888";"2025-09-10";"25310";"Зачисление эквайринга/СБП за 10.09.2025 (терминал №1)";"c3";"a3"
"t889";"2025-09-10";"-25200";"Заработная плата за August 2025 (окончательный расчёт)";"c15";"a15"
"t890";"2025-09-10";"-25200";"Заработная плата за August 2025 (окончательный расчёт)";"c16";"a15"
"t891";"2025-09-10";"-25200";"Заработная плата за August 2025 (окончательный расчёт)";"c17";"a15"
"t892";"2025-09-10";"-25200";"Заработная плата за August 2025 (окончательный расчёт)";"c18";"a15"
"t893";"2025-09-10";"-9100";"Прохождение медицинских осмотров и обучение персонала (санминимум)";"c21";"a18"
"t894";"2025-09-11";"5260";"Приход в кассу: выручка от реализации за 11.09.2025 (наличный расчёт)";"c2";"a2"
"t895";"2025-09-11";"23650";"Зачисление эквайринга/СБП за 11.09.2025 (терминал №1)";"c3";"a3"
"t896";"2025-09-11";"-8800";"Оплата поставки выпечки по накладной №2127 от 11.09.2025";"c4";"a4"
"t897";"2025-09-12";"6080";"Приход в кассу: выручка от реализации за 12.09.2025 (наличный расчёт)";"c2";"a2"
